121.4853,31.2461
121.4863,31.2481
121.4768,31.2335
121.3841,31.1968
121.3896,31.1831
121.385,31.1683
121.3961,31.1666
121.3965,31.166
121.4156,31.1586
121.43,31.1553
121.6308,31.2258
121.6296,31.225
121.6296,31.225
121.6296,31.225
121.6296,31.225
121.6296,31.225
121.6291,31.2251
121.6293,31.2251
121.5191,31.2426
121.515,31.243
121.5958,31.2046
121.6045,31.1945
121.4693,31.2363
121.4735,31.2531
121.4801,31.2518
121.4853,31.2411
121.4803,31.205
121.4821,31.2176
121.4841,31.2325
121.4783,31.214
121.473,31.2113
121.3803,31.1806
121.3803,31.1806
121.3808,31.1791
121.3935,31.1623
121.3985,31.1641
121.4718,31.1433
121.4725,31.1445
121.4725,31.1445
121.4725,31.1445
121.4725,31.1445
121.4725,31.1445
121.4718,31.1433
121.4718,31.1433
121.431,31.1758
121.5168,31.1665
121.3306,31.2255
121.3255,31.2246
121.3255,31.2246
121.3238,31.2245
121.3221,31.2126
121.3233,31.224
121.4475,31.2495
121.4521,31.2476
121.4671,31.2675
121.4625,31.2938
121.4725,31.2886
121.3996,31.148
121.399,31.1363
121.4113,31.2096
121.4261,31.2148
121.44,31.2243
121.5373,31.2143
121.5476,31.213
121.5565,31.2155
121.5546,31.227
121.5448,31.2301
121.5273,31.2268
121.533,31.2246
121.536,31.22
121.536,31.22
121.48,31.2383
121.4825,31.2346
121.4811,31.2215
121.4631,31.2286
121.4625,31.232
121.4845,31.2371
121.4705,31.239
121.5118,31.2195
121.5096,31.2045
121.3671,31.1385
121.414,31.1491
121.5756,31.1958
121.5751,31.1956
121.576,31.1878
121.4561,31.2328
121.4683,31.2283
121.4721,31.2275
121.4788,31.2168
121.4385,31.2221
121.4558,31.2258
121.4696,31.2251
121.4691,31.2248
121.562,31.1463
121.4243,31.2155
121.426,31.2151
121.342,31.196
121.3523,31.1885
121.486,31.248
121.483,31.2333
121.4826,31.2331
121.4823,31.2318
121.391,31.1805
121.3938,31.2015
121.4641,31.2175
121.5585,31.2058
121.583,31.2143
121.5761,31.252
121.527,31.2293
121.4408,31.2246
121.4396,31.2241
121.4398,31.2243
121.44,31.2243
121.4406,31.225
121.4408,31.2256
121.4391,31.2235
121.5236,31.225
121.516,31.226
121.4806,31.2213
121.4741,31.2298
121.4675,31.239
121.4085,31.2018
121.406,31.2066
121.388,31.2016
121.4088,31.1445
121.384,31.1408
121.3955,31.1765
121.4096,31.1821
121.4158,31.1908
121.4518,31.2431
121.4518,31.2431
121.4491,31.2473
121.4453,31.2595
121.4275,31.274
121.4306,31.2833
121.5115,31.2626
121.5105,31.2616
121.5095,31.2608
121.5121,31.255
121.5338,31.2635
121.4736,31.2191
121.4691,31.218
121.4666,31.2255
121.432,31.2005
121.3853,31.1985
121.3933,31.2023
121.4848,31.1473
121.4376,31.2896
121.4461,31.2581
121.447,31.2506
121.4546,31.2388
121.454,31.2335
121.4516,31.2303
121.4598,31.2263
121.465,31.223
121.4735,31.2265
121.4721,31.233
121.4831,31.2396
121.4976,31.2388
121.5001,31.2411
121.5088,31.2398
121.5053,31.2411
121.4991,31.2318
121.4026,31.247
121.4616,31.2646
121.4558,31.2541
121.4168,31.244
121.428,31.2521
121.451,31.2531
121.4365,31.2566
121.447,31.2543
121.5176,31.231
121.5436,31.2391
121.5675,31.2516
121.5836,31.2711
121.4776,31.2335
121.4776,31.2335
121.4776,31.2335
121.4776,31.2335
121.4776,31.2335
121.4776,31.2335
121.4776,31.2335
121.4776,31.2335
121.4776,31.2335
121.4253,31.17
121.4426,31.1843
121.3815,31.1765
121.3755,31.185
121.3766,31.1855
121.459,31.2408
121.466,31.2333
121.4668,31.23
121.4691,31.2263
121.4803,31.2521
121.4571,31.247
121.4515,31.1983
121.4296,31.1686
121.4306,31.1771
121.4348,31.1973
121.4075,31.2016
121.4165,31.1903
121.4433,31.185
121.4433,31.2741
121.4433,31.2741
121.4543,31.267
121.4941,31.2541
121.4863,31.2511
121.4856,31.2388
121.4848,31.2295
121.4381,31.2308
121.4363,31.228
121.4325,31.2203
121.4328,31.2205
121.4328,31.2205
121.4328,31.2205
121.4546,31.2225
121.3616,31.2163
121.3616,31.2163
121.3616,31.2163
121.3616,31.2163
121.3616,31.2161
121.3615,31.2163
121.3615,31.2163
121.4818,31.177
121.4818,31.177
121.4785,31.175
121.4718,31.1433
121.4718,31.1433
121.4798,31.2896
121.6001,31.221
121.4343,31.2261
121.4343,31.2261
121.4008,31.2061
121.4855,31.2416
121.4833,31.2336
121.4825,31.2331
121.483,31.2321
121.4776,31.2328
121.4786,31.2868
121.4588,31.2591
121.4611,31.237
121.468,31.275
121.468,31.275
121.468,31.275
121.468,31.275
121.468,31.275
121.468,31.275
121.468,31.275
121.4861,31.288
121.486,31.2786
121.4983,31.2755
121.6151,31.2636
121.4275,31.1545
121.4275,31.1546
121.4238,31.1468
121.4196,31.1538
121.415,31.1628
121.4141,31.1681
121.5291,31.2706
121.5133,31.2768
121.5021,31.2713
121.4986,31.2651
121.4845,31.254
121.3088,31.1736
121.3151,31.1726
121.3835,31.1998
121.372,31.175
121.414,31.2475
121.3501,31.1383
121.4058,31.1855
121.4058,31.1855
121.4058,31.1855
121.398,31.1736
121.405,31.1486
121.4143,31.1668
121.4143,31.1675
121.4248,31.17
121.4131,31.1718
121.4098,31.1811
121.409,31.1878
121.4291,31.2173
121.4291,31.2173
121.4291,31.2173
